Name;Categories;Price tax excluded;Tax rules ID;Quantity;Description;Short description;Image URLs;Active
Guziki perłowe ecru 22 mm 1 szt.;Włóczki;2.50;1;10;Opis produktu Guziki perłowe ecru 22 mm 1 szt..;Krótki opis Guziki perłowe ecru 22 mm 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/07/Guziki-ecru-perla-200469-22mm-80-370x444.jpg;1
Guziki perłowe białe 20 mm 1 szt.;Włóczki;2.00;1;10;Opis produktu Guziki perłowe białe 20 mm 1 szt..;Krótki opis Guziki perłowe białe 20 mm 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/07/Guziki-bialy-perla-200457-20mm-92-370x444.jpg;1
Guziki perłowe naturalne 22 mm 1 szt.;Włóczki;2.50;1;10;Opis produktu Guziki perłowe naturalne 22 mm 1 szt..;Krótki opis Guziki perłowe naturalne 22 mm 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/07/Guziki-natural-perla-200457-22mm-80-370x444.jpg;1
Guziki rogowe ciemny brąz 22 mm 1 szt.;Włóczki;2.50;1;10;Opis produktu Guziki rogowe ciemny brąz 22 mm 1 szt..;Krótki opis Guziki rogowe ciemny brąz 22 mm 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/07/Guziki-rog-48137-22mm-1023-370x444.jpg;1
Shio ITO;Włóczki;35.00;1;10;Opis produktu Shio ITO.;Krótki opis Shio ITO.;https://miedzydrutami.pl/wp-content/uploads/2024/07/ITO-SHIO-440_2-370x444.jpg;1
LikeMe Top wzór z włóczką;Włóczki;129.00;1;10;Opis produktu LikeMe Top wzór z włóczką.;Krótki opis LikeMe Top wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Splotka-Ewelina-Wojcik-Like-me-top-okladka-370x444.jpg;1
Pascuali Pinta ręcznie farbowana roślinami;Włóczki;149.00;1;10;Opis produktu Pascuali Pinta ręcznie farbowana roślinami.;Krótki opis Pascuali Pinta ręcznie farbowana roślinami.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Pascuali-Pinta-recznie-farbowana-1-370x444.jpg;1
Sweter Jokull Helga Isager;Włóczki;38.00;1;10;Opis produktu Sweter Jokull Helga Isager.;Krótki opis Sweter Jokull Helga Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Sweter-Jokull-Helga-Isager-1-370x444.jpg;1
Sia Dress 2404-03 wzór na druty z włóczką;Włóczki;162.00;1;10;Opis produktu Sia Dress 2404-03 wzór na druty z włóczką.;Krótki opis Sia Dress 2404-03 wzór na druty z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/sandnes-garn-wzory-2404-03-370x444.webp;1
Drewniana miarka dziewiarska Pascuali;Włóczki;45.00;1;10;Opis produktu Drewniana miarka dziewiarska Pascuali.;Krótki opis Drewniana miarka dziewiarska Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Pascuali-miarka-rzedow-miarka-drutow-370x444.jpg;1
PetiteKnit duża kosmetyczka Striped See;Włóczki;135.00;1;10;Opis produktu PetiteKnit duża kosmetyczka Striped See.;Krótki opis PetiteKnit duża kosmetyczka Striped See.;https://miedzydrutami.pl/wp-content/uploads/2024/07/PetiteKnit-duza-kosmetyczka-Stipped-See-370x444.webp;1
Sayama Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Sayama Pascuali wzornik kolorów.;Krótki opis Sayama Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Pascuali-wzornik-kolorow-Sayama-370x444.webp;1
Cashmere Charis Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Cashmere Charis Pascuali wzornik kolorów.;Krótki opis Cashmere Charis Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Pascuali-wzornik-kolorow-Cashmere-Charis-370x444.webp;1
Organic Cashmere Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Organic Cashmere Pascuali wzornik kolorów.;Krótki opis Organic Cashmere Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/07/Pascuali-wzornik-kolorow-Organic-Cashmere-370x444.webp;1
PetiteKnit Olga Sweater wzór na druty;Włóczki;35.00;1;10;Opis produktu PetiteKnit Olga Sweater wzór na druty.;Krótki opis PetiteKnit Olga Sweater wzór na druty.;https://miedzydrutami.pl/wp-content/uploads/2024/06/PetiteKnit-Olga-Sweater-1-370x444.jpg;1
My Silky Top wzór z włóczką;Włóczki;194.00;1;10;Opis produktu My Silky Top wzór z włóczką.;Krótki opis My Silky Top wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Splotka-My-Silky-Top-okladka-370x444.png;1
PetiteKnit Sienna Bag wzór na druty;Włóczki;35.00;1;10;Opis produktu PetiteKnit Sienna Bag wzór na druty.;Krótki opis PetiteKnit Sienna Bag wzór na druty.;https://miedzydrutami.pl/wp-content/uploads/2024/06/PetiteKnit-Sienna-Bag-370x444.webp;1
SHORT Natural Comfy Merino;Włóczki;104.50;1;10;Opis produktu SHORT Natural Comfy Merino.;Krótki opis SHORT Natural Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2024/06/short-comfy-105-370x444.jpg;1
SHORT Jasny Szary Comfy Merino;Włóczki;104.50;1;10;Opis produktu SHORT Jasny Szary Comfy Merino.;Krótki opis SHORT Jasny Szary Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2024/06/short-comfy-103-370x444.jpg;1
SHORT Błękit Jasny Comfy Morning;Włóczki;104.50;1;10;Opis produktu SHORT Błękit Jasny Comfy Morning.;Krótki opis SHORT Błękit Jasny Comfy Morning.;https://miedzydrutami.pl/wp-content/uploads/2024/06/short-comfy-102-370x444.jpg;1
Top SUMMER TWIST wzór z włóczką;Włóczki;126.00;1;10;Opis produktu Top SUMMER TWIST wzór z włóczką.;Krótki opis Top SUMMER TWIST wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/06/summer-twist-top-370x444.webp;1
Light Gray Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Light Gray Woollala Pure Silk 100.;Krótki opis Light Gray Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-PURE-SILK-light-gray-4-370x444.jpg;1
Włóczka PURE SILK 100 Niezapominajki Woollala;Włóczki;149.00;1;10;Opis produktu Włóczka PURE SILK 100 Niezapominajki Woollala.;Krótki opis Włóczka PURE SILK 100 Niezapominajki Woollala.;;1
Frosty Dawn Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Frosty Dawn Woollala Pure Silk 100.;Krótki opis Frosty Dawn Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-PURE-SILK-frosty-dawn-2-370x444.jpg;1
Golden Caramel Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Golden Caramel Woollala Pure Silk 100.;Krótki opis Golden Caramel Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Woollala-pure-sil-golden-caramel-370x444.jpg;1
Marcepan Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Marcepan Woollala Sock 100.;Krótki opis Marcepan Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-SOCK-MERINO-marcepan-3-370x444.jpg;1
Deep Orchid Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Deep Orchid Woollala Sock 100.;Krótki opis Deep Orchid Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-SOCK-MERINO-deep-orchid-3-370x444.jpg;1
Włóczka SOCK Merino 100 Burgundy Woollala;Włóczki;109.00;1;10;Opis produktu Włóczka SOCK Merino 100 Burgundy Woollala.;Krótki opis Włóczka SOCK Merino 100 Burgundy Woollala.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Woollala-sock-100-burgundy-370x444.jpg;1
Złocista Gruszka Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Złocista Gruszka Woollala Sock 100.;Krótki opis Złocista Gruszka Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-SOCK-MERINO-zlocista-gruszka-3-370x444.jpg;1
Złocista Gruszka Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Złocista Gruszka Woollala Pure Silk Lace 600.;Krótki opis Złocista Gruszka Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-PURE-SILK-zlocista-gruszka-4-370x444.jpg;1
Złocista Gruszka Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Złocista Gruszka Woollala Pure Silk 100.;Krótki opis Złocista Gruszka Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/06/WOOLLALA-PURE-SILK-zlocista-gruszka-4-370x444.jpg;1
Solo Dress wzór z włóczką;Włóczki;380.00;1;10;Opis produktu Solo Dress wzór z włóczką.;Krótki opis Solo Dress wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Dagna-Zielinska-Solo-Dress-2-370x444.jpg;1
Solo Dress wzór z włóczką natural;Włóczki;300.00;1;10;Opis produktu Solo Dress wzór z włóczką natural.;Krótki opis Solo Dress wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Dagna-Zielinska-Solo-Dress-2-370x444.jpg;1
Tykk Line wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Tykk Line wzornik kolorów Sandnes Garn.;Krótki opis Tykk Line wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Tykk-Line-wzornik-kolorow-2024-370x444.jpg;1
Fritidsgarn wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Fritidsgarn wzornik kolorów Sandnes Garn.;Krótki opis Fritidsgarn wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Fritidsgarn-wzornik-kolorow-2024-370x444.jpg;1
KOS wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu KOS wzornik kolorów Sandnes Garn.;Krótki opis KOS wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-KOS-wzornik-kolorow-2023-370x444.jpg;1
Merino Ull wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Merino Ull wzornik kolorów Sandnes Garn.;Krótki opis Merino Ull wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Merinoull-wzornik-kolorow-2024-370x444.jpg;1
Sunday PetiteKnit wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Sunday PetiteKnit wzornik kolorów Sandnes Garn.;Krótki opis Sunday PetiteKnit wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Petite-Knit-Sunday-wzornik-kolorow-370x444.jpg;1
Sisu wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Sisu wzornik kolorów Sandnes Garn.;Krótki opis Sisu wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Sisu-wzornik-kolorow-2024-370x444.jpg;1
Peer Gynt PetiteKnit wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Peer Gynt PetiteKnit wzornik kolorów Sandnes Garn.;Krótki opis Peer Gynt PetiteKnit wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Peer-Gynt-PetiteKnit-wzornik-kolorow-2023-370x444.jpg;1
Druty skarpetkowe Mindful 15 cm KnitPro;Włóczki;38.00;1;10;Opis produktu Druty skarpetkowe Mindful 15 cm KnitPro.;Krótki opis Druty skarpetkowe Mindful 15 cm KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2024/06/knit-pro-the-mindful-collection-druty-ponczosznicze-double-pointed-3-370x444.jpg;1
Centymetr krawiecki 150 cm;Włóczki;17.90;1;10;Opis produktu Centymetr krawiecki 150 cm.;Krótki opis Centymetr krawiecki 150 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Centymetr-krawiecki-150-cm-370x444.jpg;1
Metka Handcrafted with Pascuali filati naturali;Włóczki;14.90;1;10;Opis produktu Metka Handcrafted with Pascuali filati naturali.;Krótki opis Metka Handcrafted with Pascuali filati naturali.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Pascuali-metki-etykiety-370x444.png;1
Short Rainbow Comfy Merino;Włóczki;104.50;1;10;Opis produktu Short Rainbow Comfy Merino.;Krótki opis Short Rainbow Comfy Merino.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Miedzy-Drutami-Short-Rainbow-kolory-1-370x444.jpg;1
Bliss Puff Blouse wzór z włóczką;Włóczki;400.00;1;10;Opis produktu Bliss Puff Blouse wzór z włóczką.;Krótki opis Bliss Puff Blouse wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Splotka-Bliss-Puff-okladka-370x444.jpg;1
PetiteKnit wzory Esther Sweater Man;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Esther Sweater Man.;Krótki opis PetiteKnit wzory Esther Sweater Man.;https://miedzydrutami.pl/wp-content/uploads/2024/06/PetiteKnit-Esther-Man-Sweater-370x444.jpg;1
PetiteKnit wzory Amelie Tee;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Amelie Tee.;Krótki opis PetiteKnit wzory Amelie Tee.;https://miedzydrutami.pl/wp-content/uploads/2024/06/PetiteKnit-Amelie-Tee-370x444.jpg;1
PetiteKnit torba projektowa Striped See;Włóczki;259.00;1;10;Opis produktu PetiteKnit torba projektowa Striped See.;Krótki opis PetiteKnit torba projektowa Striped See.;https://miedzydrutami.pl/wp-content/uploads/2024/06/PetiteKnit-torba-projektowa-Striped-Sea-mala-F01214-370x444.webp;1
Tynn Line wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Tynn Line wzornik kolorów Sandnes Garn.;Krótki opis Tynn Line wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Tynn-Line-wzornik-kolorow-2024-370x444.jpg;1
DUO wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu DUO wzornik kolorów Sandnes Garn.;Krótki opis DUO wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-DUO-wzornik-kolorow-2024-370x444.jpg;1
Babyull Lanett wzornik kolorów Sandnes Garn;Włóczki;19.00;1;10;Opis produktu Babyull Lanett wzornik kolorów Sandnes Garn.;Krótki opis Babyull Lanett wzornik kolorów Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-wzornik-kolorow-BabyUll-Lanett-karta-kolorystyczna-370x444.jpg;1
Sunday Sandnes Garn OUTLET;Włóczki;29.90;1;10;Opis produktu Sunday Sandnes Garn OUTLET.;Krótki opis Sunday Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2024/06/Sandnes-Garn-Sunday-1015-bialy-kitt-370x444.jpg;1
Włóczka bawełniana Mandarin Petit Sandnes Garn OUTLET;Włóczki;19.90;1;10;Opis produktu Włóczka bawełniana Mandarin Petit Sandnes Garn OUTLET.;Krótki opis Włóczka bawełniana Mandarin Petit Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2022/08/Sandnes-Garn-Mandarin-Petit-wloczka-bawelniana-1012-370x444.webp;1
Pascuali Pinta ręcznie farbowana;Włóczki;64.00;1;10;Opis produktu Pascuali Pinta ręcznie farbowana.;Krótki opis Pascuali Pinta ręcznie farbowana.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Pascuali-Pinta-hand-dyed-recznie-farbowana-204-370x444.jpg;1
PetiteKnit wzory Maggie Cardigan;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Maggie Cardigan.;Krótki opis PetiteKnit wzory Maggie Cardigan.;https://miedzydrutami.pl/wp-content/uploads/2024/05/PetiteKnit-Maggie-Cardigan-370x444.jpg;1
Cardiff Cashmere Curly;Włóczki;69.00;1;10;Opis produktu Cardiff Cashmere Curly.;Krótki opis Cardiff Cashmere Curly.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Cardiff-Cashmere-Curly-101-bialy-370x444.jpg;1
Bluzka Bluebell Tee Helga Isager;Włóczki;38.00;1;10;Opis produktu Bluzka Bluebell Tee Helga Isager.;Krótki opis Bluzka Bluebell Tee Helga Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Isager-Bluebell-bluzka-na-drutach-1-370x444.jpg;1
Zestaw ChiaoGoo Patina Bamboo 15 cm;Włóczki;250.00;1;10;Opis produktu Zestaw ChiaoGoo Patina Bamboo 15 cm.;Krótki opis Zestaw ChiaoGoo Patina Bamboo 15 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/05/ChiaoGoo-ruty-skarpetkowe-bambusowe-15cm-2-370x444.jpg;1
Duo wzór z włóczką;Włóczki;203.00;1;10;Opis produktu Duo wzór z włóczką.;Krótki opis Duo wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Tatika-Knitting-Design-Duo-czapka-apaszka-370x444.jpg;1
Duo wzór z włóczką natural;Włóczki;165.00;1;10;Opis produktu Duo wzór z włóczką natural.;Krótki opis Duo wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Tatika-Knitting-Design-Duo-czapka-apaszka-370x444.jpg;1
Sweter Frosty Helga Isager;Włóczki;38.00;1;10;Opis produktu Sweter Frosty Helga Isager.;Krótki opis Sweter Frosty Helga Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Isager-Frosty-Sweater-1-370x444.jpg;1
Sweter Sunny Helga Isager;Włóczki;38.00;1;10;Opis produktu Sweter Sunny Helga Isager.;Krótki opis Sweter Sunny Helga Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Isager-Sunny-Sweater-370x444.jpg;1
Stopery do żyłek ChiaoGoo;Włóczki;25.00;1;10;Opis produktu Stopery do żyłek ChiaoGoo.;Krótki opis Stopery do żyłek ChiaoGoo.;https://miedzydrutami.pl/wp-content/uploads/2024/05/ChiaoGoo-stopery-do-drutow-370x444.jpg;1
Elinor Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Elinor Woollala Pure Silk 100.;Krótki opis Elinor Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/05/WOOLLALA-PURE-SILK-elinor-2-370x444.jpg;1
Mr. Bingley Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Mr. Bingley Woollala Pure Silk 100.;Krótki opis Mr. Bingley Woollala Pure Silk 100.;;1
Chunky Dahlia LHS-6 Le Knit Sandnes Garn;Włóczki;35.00;1;10;Opis produktu Chunky Dahlia LHS-6 Le Knit Sandnes Garn.;Krótki opis Chunky Dahlia LHS-6 Le Knit Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Le-Knit-Sandnes-Garn-Chunky-Dahlia-sweter-1-370x444.jpg;1
Alpaca Lace Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Alpaca Lace Pascuali wzornik kolorów.;Krótki opis Alpaca Lace Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Pascuali-wzornik-kolorow-Alpaca-Lace-370x444.webp;1
Alpaca Fino Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Alpaca Fino Pascuali wzornik kolorów.;Krótki opis Alpaca Fino Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Pascuali-wzornik-kolorow-Alpaca-Fino-370x444.webp;1
Tynn Line Sandnes Garn OUTLET;Włóczki;21.00;1;10;Opis produktu Tynn Line Sandnes Garn OUTLET.;Krótki opis Tynn Line Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2022/07/Sandnes-Garn-Tynn-Line-2331-cienka-wloczka-bawelniana-z-lnem-370x444.webp;1
Bluzka ASHA wzór z włóczką;Włóczki;234.00;1;10;Opis produktu Bluzka ASHA wzór z włóczką.;Krótki opis Bluzka ASHA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/05/Pascuali-Asha-Nepal-Suave-wzor-na-druty-370x444.jpg;1
Demeter Slim wzór z włóczką;Włóczki;399.00;1;10;Opis produktu Demeter Slim wzór z włóczką.;Krótki opis Demeter Slim wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Demeter-Slim-dekolt-V-okladka-pion-370x444.jpg;1
Sole Pascuali OUTLET;Włóczki;45.00;1;10;Opis produktu Sole Pascuali OUTLET.;Krótki opis Sole Pascuali OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2023/02/Pascuali-Sole-kolor-81-370x444.jpg;1
Zestaw drutów SeeKnit Koshitsu M Set (58888) 4 pary 12,5 cm;Włóczki;243.00;1;10;Opis produktu Zestaw drutów SeeKnit Koshitsu M Set (58888) 4 pary 12,5 cm.;Krótki opis Zestaw drutów SeeKnit Koshitsu M Set (58888) 4 pary 12,5 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/05/SeeKnit-Koshistu-M-Set-58888-370x444.jpg;1
SeeKnit Koshitsu Dualis Short S Set (58929) 10 par 5-10 cm;Włóczki;499.00;1;10;Opis produktu SeeKnit Koshitsu Dualis Short S Set (58929) 10 par 5-10 cm.;Krótki opis SeeKnit Koshitsu Dualis Short S Set (58929) 10 par 5-10 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/05/SeeKnit-Koshistu-Dualis-Short-S-Set-58929-370x444.jpg;1
SeeKnit Koshitsu Luxe-Set (58855) 11 par 12,5 cm;Włóczki;625.00;1;10;Opis produktu SeeKnit Koshitsu Luxe-Set (58855) 11 par 12,5 cm.;Krótki opis SeeKnit Koshitsu Luxe-Set (58855) 11 par 12,5 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/05/SeeKnit-Koshistu-Luxe-Set-58855-370x444.jpg;1
SeeKnit Koshitsu Standard Set-Europe (58910) 12 par 10-12,5 cm;Włóczki;619.00;1;10;Opis produktu SeeKnit Koshitsu Standard Set-Europe (58910) 12 par 10-12,5 cm.;Krótki opis SeeKnit Koshitsu Standard Set-Europe (58910) 12 par 10-12,5 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/05/SeeKnit-Koshistu-Standard-Europe-Set-58910-370x444.jpg;1
Gan Phone Bag etui na telefon wzór z włóczką;Włóczki;45.00;1;10;Opis produktu Gan Phone Bag etui na telefon wzór z włóczką.;Krótki opis Gan Phone Bag etui na telefon wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Pascuali-phone-bag-torebka-na-telefon-2-370x444.jpg;1
PetiteKnit wzory Weekend Headband;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Weekend Headband.;Krótki opis PetiteKnit wzory Weekend Headband.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Weekend-Headband-370x444.jpg;1
PetiteKnit wzory Zipper Sweater Light Man;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Zipper Sweater Light Man.;Krótki opis PetiteKnit wzory Zipper Sweater Light Man.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Zipper-Swetaer-Light-Man-370x444.jpg;1
PetiteKnit wzory Zipper Sweater Light;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Zipper Sweater Light.;Krótki opis PetiteKnit wzory Zipper Sweater Light.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Zipper-Sweater-Light-370x444.jpg;1
PetiteKnit wzory Zipper Sweater Man;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Zipper Sweater Man.;Krótki opis PetiteKnit wzory Zipper Sweater Man.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Zipper-Swetaer-Man-370x444.jpg;1
PetiteKnit wzory Zipper Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Zipper Sweater.;Krótki opis PetiteKnit wzory Zipper Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Zipper-Sweater-370x444.jpg;1
PetiteKnit wzory Sequence Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Sequence Sweater.;Krótki opis PetiteKnit wzory Sequence Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Sequence-Sweater-370x444.jpg;1
PetiteKnit wzory Northland Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Northland Sweater.;Krótki opis PetiteKnit wzory Northland Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Northland-Sweater-370x444.jpg;1
PetiteKnit wzory Ingeborg;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Ingeborg.;Krótki opis PetiteKnit wzory Ingeborg.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Ingeborg-opaska-370x444.jpg;1
PetiteKnit wzory Cumulus Tee O-neck;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Cumulus Tee O-neck.;Krótki opis PetiteKnit wzory Cumulus Tee O-neck.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Cumulus-Tee-O-Neck-370x444.jpg;1
PetiteKnit wzory Cloud Top;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Cloud Top.;Krótki opis PetiteKnit wzory Cloud Top.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Cloud-Top-370x444.jpg;1
Markery agrafki PetiteKnit 50 szt.;Włóczki;40.00;1;10;Opis produktu Markery agrafki PetiteKnit 50 szt..;Krótki opis Markery agrafki PetiteKnit 50 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-markery-agrafki-370x444.jpg;1
Sisi Summer Shirt wzór z włóczką natural;Włóczki;165.00;1;10;Opis produktu Sisi Summer Shirt wzór z włóczką natural.;Krótki opis Sisi Summer Shirt wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Tatiana-Tatika-Knitting-Design-Sisi-Summer-Shirt-370x444.jpg;1
Sisi Summer Shirt wzór z włóczką;Włóczki;203.00;1;10;Opis produktu Sisi Summer Shirt wzór z włóczką.;Krótki opis Sisi Summer Shirt wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Tatiana-Tatika-Knitting-Design-Sisi-Summer-Shirt-370x444.jpg;1
Dzana Muud;Włóczki;239.00;1;10;Opis produktu Dzana Muud.;Krótki opis Dzana Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Dzana-Whisky-Braz-370x444.webp;1
Demi Muud;Włóczki;419.00;1;10;Opis produktu Demi Muud.;Krótki opis Demi Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Demi-Whisky-Braz-1-370x444.webp;1
Darcia Muud;Włóczki;629.00;1;10;Opis produktu Darcia Muud.;Krótki opis Darcia Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Darcia-Whisky-Braz-370x444.webp;1
Dafne Muud;Włóczki;359.00;1;10;Opis produktu Dafne Muud.;Krótki opis Dafne Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Dafne-Whiskey-Braz-370x444.webp;1
